ID,NAME,COUNTRY,Full name,Born,Died,Current age,Major teams,Education,Height,Nickname,Playing role,Batting style,Bowling style,Other,Relation,In a nutshell,DESCRIPTION,AWARDS,BATTING_Tests_Mat,BATTING_Tests_Inns,BATTING_Tests_NO,BATTING_Tests_Runs,BATTING_Tests_HS,BATTING_Tests_Ave,BATTING_Tests_BF,BATTING_Tests_SR,BATTING_Tests_100,BATTING_Tests_50,BATTING_Tests_4s,BATTING_Tests_6s,BATTING_Tests_Ct,BATTING_Tests_St,BATTING_ODIs_Mat,BATTING_ODIs_Inns,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_HS,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_ODIs_4s,BATTING_ODIs_6s,BATTING_ODIs_Ct,BATTING_ODIs_St,BATTING_T20Is_Mat,BATTING_T20Is_Inns,BATTING_T20Is_NO,BATTING_T20Is_Runs,BATTING_T20Is_HS,BATTING_T20Is_Ave,BATTING_T20Is_BF,BATTING_T20Is_SR,BATTING_T20Is_100,BATTING_T20Is_50,BATTING_T20Is_4s,BATTING_T20Is_6s,BATTING_T20Is_Ct,BATTING_T20Is_St,BATTING_First-class_Mat,BATTING_First-class_Inns,BATTING_First-class_NO,BATTING_First-class_Runs,BATTING_First-class_HS,BATTING_First-class_Ave,BATTING_First-class_BF,BATTING_First-class_SR,BATTING_First-class_100,BATTING_First-class_50,BATTING_First-class_4s,BATTING_First-class_6s,BATTING_First-class_Ct,BATTING_First-class_St,BATTING_List A_Mat,BATTING_List A_Inns,BATTING_List A_NO,BATTING_List A_Runs,BATTING_List A_HS,BATTING_List A_Ave,BATTING_List A_BF,BATTING_List A_SR,BATTING_List A_100,BATTING_List A_50,BATTING_List A_4s,BATTING_List A_6s,BATTING_List A_Ct,BATTING_List A_St,BATTING_T20s_Mat,BATTING_T20s_Inns,BATTING_T20s_NO,BATTING_T20s_Runs,BATTING_T20s_HS,BATTING_T20s_Ave,BATTING_T20s_BF,BATTING_T20s_SR,BATTING_T20s_100,BATTING_T20s_50,BATTING_T20s_4s,BATTING_T20s_6s,BATTING_T20s_Ct,BATTING_T20s_St,BOWLING_Tests_Mat,BOWLING_Tests_Inns,BOWLING_Tests_Balls,BOWLING_Tests_Runs,BOWLING_Tests_Wkts,BOWLING_Tests_BBI,BOWLING_Tests_BBM,BOWLING_Tests_Ave,BOWLING_Tests_Econ,BOWLING_Tests_SR,BOWLING_Tests_4w,BOWLING_Tests_5w,BOWLING_Tests_10,BOWLING_ODIs_Mat,BOWLING_ODIs_Inns,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_BBI,BOWLING_ODIs_BBM,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_ODIs_4w,BOWLING_ODIs_5w,BOWLING_ODIs_10,BOWLING_T20Is_Mat,BOWLING_T20Is_Inns,BOWLING_T20Is_Balls,BOWLING_T20Is_Runs,BOWLING_T20Is_Wkts,BOWLING_T20Is_BBI,BOWLING_T20Is_BBM,BOWLING_T20Is_Ave,BOWLING_T20Is_Econ,BOWLING_T20Is_SR,BOWLING_T20Is_4w,BOWLING_T20Is_5w,BOWLING_T20Is_10,BOWLING_First-class_Mat,BOWLING_First-class_Inns,BOWLING_First-class_Balls,BOWLING_First-class_Runs,BOWLING_First-class_Wkts,BOWLING_First-class_BBI,BOWLING_First-class_BBM,BOWLING_First-class_Ave,BOWLING_First-class_Econ,BOWLING_First-class_SR,BOWLING_First-class_4w,BOWLING_First-class_5w,BOWLING_First-class_10,BOWLING_List A_Mat,BOWLING_List A_Inns,BOWLING_List A_Balls,BOWLING_List A_Runs,BOWLING_List A_Wkts,BOWLING_List A_BBI,BOWLING_List A_BBM,BOWLING_List A_Ave,BOWLING_List A_Econ,BOWLING_List A_SR,BOWLING_List A_4w,BOWLING_List A_5w,BOWLING_List A_10,BOWLING_T20s_Mat,BOWLING_T20s_Inns,BOWLING_T20s_Balls,BOWLING_T20s_Runs,BOWLING_T20s_Wkts,BOWLING_T20s_BBI,BOWLING_T20s_BBM,BOWLING_T20s_Ave,BOWLING_T20s_Econ,BOWLING_T20s_SR,BOWLING_T20s_4w,BOWLING_T20s_5w,BOWLING_T20s_10,is_test_ar,is_odi_ar,is_t20_ar,is_allrounder
536936,Liton Das,Bangladesh,Liton Kumar Das,"
October 13, 1994, Dinajpur ",,24 years 161 days,"['Bangladesh,', 'Bangladesh Under-15s,', 'Bangladesh Under-19s,', 'Bangladesh Under-23s,', 'Dhaka Gladiators,', 'East Zone (Bangladesh),', 'North Zone (Bangladesh),', 'Rangpur Division']",,,,Wicketkeeper batsman,Right-hand bat,,,,,"['\nLiton Das is the first wicketkeeper-batsman in Bangladesh considered good enough to be a long-term successor to Mushfiqur Rahim. His domestic exploits for Abahani in the Dhaka Premier League and Rangpur Division in the National Cricket League in the 2014-15 season earned him recognition and later a call-up in the senior side for the Test against India in Fatullah in June 2015. \n', ""Hailing from the northern district of Dinajpur, which is around 331km from capital Dhaka, Liton began his adolescent life as a young cricketer in BKSP. He impressed one and all with his heavy run-scoring in school and age-group cricket. He was soon picked in Bangladesh's Under-19 side in 2012, the usual route for any talented young cricketer from BKSP and soon enough, he scored heavily in Youth ODIs too. In two Under-19 World Cups in 2012 and 2014, Liton averaged 51.33 with a century and three fifties."", 'A compact batsman with a good defensive technique and flair in his strokeplay, he quickly got into domestic first-class cricket in the 2011-12 season. He scored a century and a fifty in his second season but due to preparation for the 2014 Under-19 World Cup in the UAE, he played just two first-class matches in the 2013-14 season.', ""In the 2014-15 season, he hit big time when he was the second highest-scorer in the Dhaka Premier League for Abahani and later the top-scorer in the first first-class tournament of the season, the NCL. He was soon called into Bangladesh's T20 squad against Pakistan in April 2015 before being handed a Test debut against India in June. He also made his ODI debut against India in the same series."", '\n']",[],15.0,26.0,0.0,622.0,94,23.92,1094.0,56.85,0.0,4.0,85.0,2.0,26.0,2.0,27.0,27,1,508.0,121,19.53,637,79.74,1,1,57,6,15.0,3.0,18.0,18,0,391.0,61,21.72,279,140.14,0,2,32,19,10.0,0.0,60.0,103,6,4684,274,48.28,6953,67.36,13,22,605,51,88,10,94.0,92,4,3306,143*,37.56,3645,90.69,8,15,365,65,66.0,30.0,72.0,68,2,1205,70,18.25,934,129.01,0,5,122,43,35.0,16.0,15.0,-,-,-,0.0,-,-,35.33,-,-,-,-,-,27.0,-,-,-,0.0,-,-,32.91,-,-,-,-,-,18.0,-,-,-,0.0,-,-,-,7.05,-,-,-,-,60.0,-,-,-,-,-,-,-,-,-,-,-,-,94.0,-,-,-,-,-,-,-,-,-,-,-,-,72.0,-,-,-,-,-,-,-,-,-,-,-,-,False,False,False,False
346295,Lata Mondal,Bangladesh,Lata Mondal,"
January 16, 1993, Dhaka ",,26 years 66 days,Bangladesh Women,,,,Allrounder,Right-hand bat,Right-arm medium,,,,[],[],0.0,,,0.0,,17.69,,,,,,,,,22.0,22,2,333.0,52,16.65,623,53.45,0,1,28,0,10.0,0.0,35.0,33,5,281.0,32,10.03,451,62.3,0,0,16,0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,35.33,,,,,,22.0,15,469,283,13.0,4/35,4/35,21.76,3.62,36.0,1,0,0,35.0,16,150,195,3.0,1/12,1/12,65.00,7.8,50.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
55988,Mohammad Ashraful,Bangladesh,Mohammad Ashraful,"
July 7, 1984, Dhaka ",,34 years 259 days,"['Bangladesh,', 'Asia XI,', 'Bangladesh A,', 'Central Zone (Bangladesh),', 'Dhaka Division,', 'Dhaka Gladiators,', 'Dhaka Gladiators,', 'Dhaka Metropolis,', 'Mumbai Indians']",,,,Middle-order batsman,Right-hand bat,"Right-arm offbreak, Legbreak",,,,"[""\nHow Bangladesh cricket will view Mohammad Ashraful remains up for debate. For several years this boy wonder raised the country's cricket to a surfer's optimism from the debilitating quicksand that was their initiation into Test cricket since 2000, only to let the country and the sport down when he admitted to his involvement in match-fixing and spot-fixing in the Bangladesh Premier League. \n"", 'As a batsman, the trouble with Ashraful has been his inconsistency. As long as you enjoy the highlight reel of his career, everything seems rosy: whether it was in becoming the youngest Test centurion in 2001, the unbeaten 158 against India in 2004, the magnificent 100 he made against Australia in Cardiff in 2005 triggering a huge upset, or the innovative 87 against South Africa in the 2007 World Cup, Ashraful provided the entertainment quotient that turned heads towards Bangladesh. When he made a comeback in 2013 after being dropped due to poor form, he made 190 against Sri Lanka.\n \nBut one look at the overall numbers, and it is easy to realise why some of his fans have given up on him. The fact that he has a score of 50 or more roughly 15% of the time he has batted in international cricket is one of those markers, like his batting average, that pulls him down as a batsman. Is it easy to say that he has underachieved, but those who have dealt with him over the years think otherwise, as they have been surprised by his own lack of confidence in his immense talent.', ""His rise from the outskirts of Dhaka to cricket's wonderboy has been well documented. He trained under Wahidul Gani, a dedicated coach who ran his academy in Dhanmondi, before making his club debut for Amorjyoti. After warming the benches for the star-studded Surjo Tarun in the Dhaka Premier League in 2000-01, he made it to the Bangladesh team on the back of a lot of promise and because the selectors were too focused on youth."", 'After his 2007 World Cup performance, the media wanted to see their golden boy take to captaincy, but it didn\'t work out well. He immediately fell further as a batsman in his two-year stint that also saw the loss of players to the Indian Cricket League in 2008. There were allegations of him being willing to play in the rebel league. He lost his captaincy to Mashrafe Mortaza after his affinity for a dab past the wicketkeeper cost Bangladesh a game against Ireland in the 2009 World Twenty20. And as the team started to have more performers, he lost his place regularly in the next few years. However, in March 2013, he made 190 against Sri Lanka in the Galle Test, an evolved innings which earned fulsome praise.\n \nHowever, just when it seemed it was all going to change for Ashraful, he was hauled up by the ICC\'s Anti-Corruption and Security Unit into alleged spot-fixing claims during the season\'s BPL. He confessed to his involvement in match-fixing and was ""kept away"" from all forms of cricket by the Bangladesh Cricket Board pending the submission of the ACSU report.']",[],61.0,119.0,5.0,2737.0,190,24.0,5940.0,46.07,6.0,8.0,335.0,22.0,25.0,0.0,177.0,169,13,3468.0,109,22.23,4947,70.10,3,20,354,29,35.0,0.0,23.0,23,0,450.0,65,19.56,356,126.4,0,2,48,11,4.0,0.0,156.0,282,8,7931,263,28.94,,,20,32,,,74,0,255.0,244,23,5630,127,25.47,,,10,28,,,59.0,0.0,69.0,65,4,1346,103*,22.06,1157,116.33,1,4,145,27,21.0,0.0,61.0,67,1733,1271,21.0,2/42,3/75,60.52,4.40,82.5,0,0,0,177.0,40,697,661,18.0,3/26,3/26,36.72,5.69,38.7,0,0,0,23.0,8,138,210,8.0,3/42,3/42,26.25,9.13,17.2,0,0,0,156.0,,11415,6677,192,7/99,,34.77,3.50,59.4,,6,0,255.0,,2086,1815,60,4/28,4/28,30.25,5.22,34.7,1,0,0,69.0,24,353,466,23,3/13,3/13,20.26,7.92,15.3,0,0,0,False,False,False,False
629063,Mehidy Hasan,Bangladesh,Mehidy Hasan Miraz,"
October 25, 1997, Khulna ",,21 years 149 days,"['Bangladesh,', 'Bangladesh Under-19s,', 'Kalabagan Cricket Academy,', 'Rajshahi Kings,', 'Trinbago Knight Riders']",,,,Allrounder,Right-hand bat,Right-arm offbreak,,,,"['\nMehedi Hasan Miraz has emerged as one of the brightest young stars in Bangladesh cricket. He led the country to their first appearance in an Under-19 World Cup semi-final in February 2016, before making the year more memorable with his Test debut, against England in October. \n', 'He is a batting allrounder who bowls right-arm offspin with a quiet action where he trundles to the wicket before giving a slight leap before rotating his upper body. It is a beautifully simple action that has yielded him many wickets in the U-19 and first-class level.', 'Born in Barisal, Mehedi grew up in Daulatpur in the outskirts of Khulna city. He learned offspin from Sheikh Salahuddin, the former Bangladesh player regarded as the best offspinner of his generation. Salahuddin passed away in October 2013. ', ""Mehedi spent two years at the U-19 level, captaining Bangladesh to the 2014 World Cup in the UAE. He made his first-class debut in the 2014-15 National Cricket League but it was the next season's tournament when he really made a mark. Mehedi took 30 wickets at 16.43, including three five-fors. He was a star in the 2016 U-19 World Cup, with his spirit coming through as a standout part of his character."", '\n', '\n']",[],19.0,36.0,6.0,554.0,68*,18.46,1082.0,51.2,0.0,2.0,58.0,7.0,17.0,0.0,25.0,16,2,291.0,51,20.78,405,71.85,0,1,27,3,7.0,0.0,13.0,11,2,94.0,19*,10.44,80,117.5,0,0,7,4,7.0,0.0,32.0,51,8,1093,80,25.41,1934,56.51,0,7,129,12,27,0,64.0,51,5,1009,52,21.93,1294,77.97,0,5,70,21,18.0,0.0,52.0,42,8,389,51,11.44,348,111.78,0,1,38,10,22.0,0.0,19.0,34,4903,2748,86.0,7/58,12/117,31.95,3.36,57.0,1,7,2,25.0,24,1243,912,26.0,4/29,4/29,35.07,4.40,47.8,1,0,0,13.0,13,216,330,4.0,2/31,2/31,82.50,9.16,54.0,0,0,0,32.0,55,7633,3824,137,7/24,12/117,27.91,3.00,55.7,2,11,4,64.0,63,2886,2098,72,4/29,4/29,29.13,4.36,40.0,1,0,0,52.0,52,1008,1283,37,2/12,2/12,34.67,7.63,27.2,0,0,0,False,False,False,False
56007,Mashrafe Mortaza,Bangladesh,Mashrafe Bin Mortaza,"
October 5, 1983, Norail, Jessore ",,35 years 169 days,"['Bangladesh,', 'Asia XI,', 'Dhaka Gladiators,', 'Khulna Division,', 'Kolkata Knight Riders']",,,,Bowler,Right-hand bat,Right-arm fast-medium,,,,"['\nThe quintessential country boy, Mashrafe Bin Mortaza epitomised the term ""bursting onto the scene"". He first came into attention during an under-17 regional tournament in 2001 when he bowled fast, slammed sixes and dived around without a care in the world. \n', ""Mashrafe's entry also sparked plenty of enthusiasm because he was the first genuine fast bowler to emerge from Bangladesh since their entry into Test cricket in 2000. He was sent to a camp conducted by West Indian great Andy Roberts, who proclaimed that Mashrafe had a great future. The selectors fast-tracked his growth and within a few months, during which he played four games for Bangladesh A in India, the young man from far-off Narail took the new-ball against visiting Zimbabwe. Soon it was clear that he had what it takes: Mashrafe was making the likes of Grant Flower jump around due to his pace, a first for a Bangladeshi fast bowler."", 'But another thing was also clear to those who observed him - his rickety bowling action. Feet and arms landed in the wrong arcs, and soon the injuries set in. And that has been the story of his career. Mashrafe has missed more games for Bangladesh than he has played ever since his 2001 debut. He has had seven operations on his legs, knees and ankles, which have taking a beating - first due to poor handling by captains who gave him long and ill-adviced bowling spells, and then due to freakish accidents.', ""After many missed games in between the odd fiery spell, Mashrafe rose to prominence in 2004, when he helped Bangladesh beat India for the first time. He was ever-present when Bangladesh pushed Australia but dropped the crucial catch of Ricky Ponting that cost the home side a win. But he made up the following year when his four-wicket haul destroyed India in the 2007 World Cup game at Port-of-Spain. Mashrafe's early strikes have always helped Bangladesh, none more so than in the 2009 tri-series final when he and Nazmul Hossain sunk Sri Lanka to a new low - six runs for five wickets. Bangladesh lost the game but Mashrafe was tremendous in his ten overs."", 'He was made captain in mid-2009 but in his first Test in charge, fell over and injured his knee. When he returned the next year, he led Bangladesh to a win against England in the summer of 2010 before falling over once again in his home debut as captain, against New Zealand. He missed the 2011 World Cup after yet another knee injury, but has since made a successful return in the 2012 Asia Cup.']",[],36.0,67.0,5.0,797.0,79,12.85,1186.0,67.2,0.0,3.0,95.0,22.0,9.0,0.0,205.0,151,26,1752.0,51*,14.01,2002,87.51,0,1,149,59,58.0,0.0,54.0,39,11,377.0,36,13.46,277,136.1,0,0,28,23,10.0,0.0,57.0,100,7,1458,132*,15.67,,,1,6,,,24,0,279.0,214,34,2992,104,16.62,3217,93.00,1,8,,,87.0,0.0,150.0,94,23,948,56*,13.35,734,129.15,0,1,64,56,31.0,0.0,36.0,51,5990,3239,78.0,4/60,5/88,41.52,3.24,76.7,4,0,0,205.0,205,10249,8214,259.0,6/26,6/26,31.71,4.80,39.5,7,1,0,54.0,53,1139,1527,42.0,4/19,4/19,36.35,8.04,27.1,1,0,0,57.0,,8970,4732,135,4/27,,35.05,3.16,66.4,7,0,0,279.0,,13823,10917,391,6/26,6/26,27.92,4.73,35.3,13,5,0,150.0,146,3197,3992,138,4/11,4/11,28.92,7.49,23.1,2,0,0,False,False,True,True
56025,Mahmudullah,Bangladesh,Mohammad Mahmudullah,"
February 4, 1986, Mymensingh ",,33 years 47 days,"['Bangladesh,', 'Bangladesh A,', 'Bangladesh Under-19s,', 'Barisal Bulls,', 'Central Zone (Bangladesh),', 'Chittagong Kings,', 'Dhaka Division,', 'Jamaica Tallawahs,', 'Khulna Titans,', 'Quetta Gladiators,', 'St Kitts and Nevis Patriots']",,,,Allrounder,Right-hand bat,Right-arm offbreak,,,,"['\nAn allrounder who bowls tidy offspin and bats in the middle order, Mahmudullah has spent the last three years figuring out how fickle form can be. In late 2012, he was the star who derailed West Indies to their first ODI series defeat in Bangladesh, and was a step away from captaincy. A poor season later, his place was continually questioned and he was even dropped for the 2014 Asia Cup. After another five months, Mahmudullah finally found form and became an automatic choice. \n', 'Born in Mymensingh, a district located 115km to the north of Dhaka, Mahmudullah learned his game in his hometown before coming to the capital to take part in the ACC U15 tournament in 2000. He played in the 2004 U19 World Cup at home, and the following year made his first-class debut for Bangladesh A. He also spent part of that year in the MCC Young Cricketers and became a regular club and first-class cricketer back home in the 2005-06 season.', 'He made his ODI debut against Sri Lanka in 2007 and was labeled a limited-overs specialist for some time and he delivered in short bursts, hardly setting the world on fire. But his eight-wicket haul on Test debut (including a five-for in the second innings) against West Indies in 2009 spurred him on as he suddenly averaged 193 with the bat in the ODI tri-series against India and Sri Lanka later that year.', ""It got better as he slammed his one and only international hundred, in a one-off Test against New Zealand in Hamilton. The crowd held their breath as he drove the fast bowlers imperiously through the covers, fleetingly drawing comparisons with India's VVS Laxman. \nHis most telling contribution so far has been the 159 runs he made against West Indies in the home ODI series in 2012. He was holding the innings together as well as playing the match-winning role. The next two years were a struggle, but after a reasonable performance against Zimbabwe in the 2014 winter, he confirmed his place in the 2015 World Cup squad.""]",[],45.0,85.0,5.0,2655.0,146,33.18,4968.0,53.44,4.0,16.0,305.0,23.0,36.0,1.0,171.0,148,38,3673.0,128*,33.39,4857,75.62,3,20,293,48,57.0,0.0,76.0,69,15,1251.0,64*,23.16,1024,122.16,0,3,100,42,28.0,0.0,105.0,188,17,5912,152,34.57,,,11,30,,,91,1,256.0,229,49,6421,130,35.67,,,7,37,,,98.0,0.0,196.0,177,34,3448,64*,24.11,2916,118.24,0,11,266,111,88.0,0.0,45.0,62,3345,1910,42.0,5/51,8/110,45.47,3.42,79.6,0,1,0,171.0,132,4066,3501,76.0,3/4,3/4,46.06,5.16,53.5,0,0,0,76.0,51,689,832,31.0,3/18,3/18,26.83,7.24,22.2,0,0,0,105.0,,8643,4803,134,7/94,,35.84,3.33,64.5,4,3,1,256.0,,7250,5817,156,5/66,5/66,37.28,4.81,46.4,1,1,0,196.0,144,2156,2555,99,3/6,3/6,25.80,7.11,21.7,0,0,0,False,False,True,True
924177,Nigar Sultana,Bangladesh,Nigar Sultana Joty,"
August 1, 1997 ",,21 years 234 days,Bangladesh Women,,,,Wicketkeeper batsman,Right-hand bat,,,,,[],[],0.0,,,0.0,,17.69,,,,,,,,,19.0,16,3,302.0,59*,23.23,699,43.20,0,1,25,1,6.0,6.0,35.0,33,7,435.0,46,16.73,569,76.44,0,0,39,1,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,35.33,,,,,,19.0,-,-,-,0.0,-,-,32.91,-,-,-,-,-,35.0,-,-,-,0.0,-,-,-,7.05,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
446810,Nazmul Islam,Bangladesh,Mohammad Nazmul Islam,"
March 21, 1992, Dhaka ",,27 years 2 days,"['Bangladesh,', 'Bangladesh Cricket Board Academy,', 'Bangladesh Under-21s,', 'Bangladesh Under-23s,', 'Barisal Burners,', 'Chittagong Division,', 'Dhaka Division,', 'Kalabagan Cricket Academy']",,,,Bowler,Left-hand bat,Slow left-arm orthodox,,,,"['\nNazmul Islam\'s signature ""snake dance"" made him popular at the time of his Bangladesh debut in 2018, but there is more than just a unique celebration about this smart left-arm spinner. \n', ""After making his first-class debut in 2010 at the age of just under 19, Nazmul had to take the long route to the senior side, compared to how many of Bangladesh cricketers stay in the BCB's system from the age-group playing years. His breakthrough season was 2013-14 when he took 31 wickets in the National Cricket League. However, he was always behind other left-arm spinners like Abdur Razzak, Enamul Haque jnr and Saqlain Sajib in the pecking order."", ""Nazmul had to rely on the BPL editions to remain in the eye of selectors. His 12 wickets in the 2017 edition finally caught the attention and he was given a call-up to Bangladesh's T20I squad in February 2018. Although he didn't pick up as many wickets initially, the Bangladesh think-tank understood his effectiveness."", ""It earned him a place in Bangladesh's ODI squad for the first time, in the Asia Cup in September, with his debut coming against Afghanistan during the Super Fours stage.""]",[],1.0,2.0,0.0,4.0,4,2.0,16.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1,0,7.0,7,7.0,13,53.84,0,0,0,0,2.0,0.0,13.0,4,3,18.0,7,18.00,17,105.88,0,0,2,0,2.0,0.0,55.0,63,11,509,38,9.78,1152,44.18,0,0,60,6,26,0,77.0,42,14,203,22,7.25,348,58.33,0,0,12,1,30.0,0.0,76.0,21,12,80,16,8.88,88,90.90,0,0,6,1,22.0,0.0,1.0,2,174,76,4.0,2/27,4/76,19.0,2.62,43.5,0,0,0,5.0,5,264,224,5.0,2/38,2/38,44.8,5.09,52.8,0,0,0,13.0,12,231,265,8.0,3/28,3/28,33.12,6.88,28.8,0,0,0,55.0,90,9793,4628,148,5/21,9/43,31.27,2.83,66.1,7,3,0,77.0,77,3789,2776,98,5/32,5/32,28.32,4.39,38.6,1,2,0,76.0,73,1360,1652,57,3/8,3/8,28.98,7.28,23.8,0,0,0,False,False,False,False
300618,Nasir Hossain,Bangladesh,Mohammad Nasir Hossain,"
November 30, 1991 ",,27 years 113 days,"['Bangladesh,', 'Bangladesh A,', 'Bangladesh Cricket Board Academy,', 'Bangladesh Under-19s,', 'Barisal Division,', 'North Zone (Bangladesh),', 'Rajshahi Division,', 'Rangpur Division,', 'Rangpur Riders,', 'Sylhet Sixers']",,,,Allrounder,Right-hand bat,Right-arm offbreak,,,,"['\nNasir Hossain is one of the young allrounders in Bangladesh who, if handled correctly, could be a long-term prospect for the national team in all forms. As a lower-middle-order batsman, Nasir can bat in different gears depending on the match situation; as an offspinner he has control and accuracy; and his fielding is perhaps the most exciting part of his game. His potential was seen in his first international game, when he scored 63 against Zimbabwe, the highest by a Bangladeshi on ODI debut. That performance led to his Test debut against West Indies in October 2011, a month before his 20th birthday. \n', ""That he had a feel for sports was obvious pretty early in Nasir's life: he joined Bangladesh's only sports institute, BKSP, in 2004 as a 13-year-old. In a few years, Nasir quickly became an important member of the institute's league team and played a key role in its promotion to the Premier League. At the same time, he represented the Bangladesh Under-19 side in the 2008 World Cup when he was 16."", 'His move to Abahani, one of the biggest clubs in the country, was a move fraught with risk but Nasir held his nerve in tight games and soon became a regular for them. In one of his early games, his courage to open the bowling against Sanath Jayasuriya (who was playing for Mohammedan Sporting Club) was seen as a mark of his promise.', 'He had limited opportunities in the Rajshahi side, scoring a solitary first-class hundred. He joined his native Rangpur for the 2011-12 season after the expansion of the NCL. ', ' ']",[],19.0,32.0,2.0,1044.0,100,34.8,1917.0,54.46,1.0,6.0,119.0,10.0,10.0,0.0,65.0,52,8,1281.0,100,29.11,1605,79.81,1,6,112,15,34.0,0.0,31.0,24,4,370.0,50*,18.50,326,113.49,0,2,30,7,15.0,0.0,81.0,130,6,4704,295,37.93,,,6,27,,,66,0,172.0,147,27,4820,134*,40.16,5699,84.57,6,31,435,91,86.0,0.0,113.0,92,17,1726,80,23.01,1490,115.83,0,6,139,46,45.0,0.0,19.0,25,924,442,8.0,3/52,3/130,55.25,2.87,115.5,0,0,0,65.0,43,1256,988,24.0,3/26,3/26,41.16,4.71,52.3,0,0,0,31.0,11,179,262,7.0,2/26,2/26,37.42,8.78,25.5,0,0,0,81.0,110,5154,2527,73,5/70,5/70,34.61,2.94,70.6,0,1,0,172.0,142,5519,3792,120,5/36,5/36,31.60,4.12,45.9,1,1,0,113.0,79,1263,1560,55,5/31,5/31,28.36,7.41,22.9,0,1,0,False,False,False,False
924183,Nahida Akter,Bangladesh,Nahida Akter,"
March 2, 2000 ",,19 years 21 days,Bangladesh Women,,,,,Right-hand bat,Slow left-arm orthodox,,,,[],[],0.0,,,0.0,,17.69,,,,,,,,,13.0,11,1,19.0,11,1.9,99,19.19,0,0,0,0,3.0,0.0,28.0,6,4,10.0,2*,5.00,24,41.66,0,0,0,0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,35.33,,,,,,13.0,12,491,307,11.0,2/22,2/22,27.9,3.75,44.6,0,0,0,28.0,28,564,491,30.0,3/27,3/27,16.36,5.22,18.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
301600,Panna Ghosh,Bangladesh,Panna Ghosh,"
November 11, 1989, Bangladesh ",,29 years 132 days,Bangladesh Women,,,,,Right-hand bat,Right-arm medium,,,,"[""\nPanna Ghosh, the Bangladesh allrounder, won the Player of Tournament at the Asian Cricket Council women's tournament at Johor, Malaysia for her nine wickets at 2.11 and 75 runs at 37.50 from five games. That Bangladesh won the tournament would have only the award sweeter for Ghosh. Clearly, the fastest bowler at the tournament, Ghosh's best bowling figure came against UAE when she picked up 5 for 6. Bangladesh won the match by 10 wickets and according to Ghosh, she wasn't even bowling as quick as normal."", '\n', ' July 2007 \n']",[],0.0,,,0.0,,17.69,,,,,,,,,26.0,18,5,131.0,23,10.07,320,40.93,0,0,11,0,5.0,0.0,34.0,21,12,77.0,14*,8.55,117,65.81,0,0,2,0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,35.33,,,,,,26.0,25,859,588,12.0,2/9,2/9,49.0,4.10,71.5,0,0,0,34.0,32,537,457,29.0,5/16,5/16,15.75,5.1,18.5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
343648,Rumana Ahmed,Bangladesh,Rumana Ahmed,"
May 29, 1991, Khulna ",,27 years 298 days,Bangladesh Women,,,,Allrounder,Right-hand bat,Legbreak,,,,[],[],0.0,,,0.0,,17.69,,,,,,,,,36.0,35,3,768.0,75,24.0,1444,53.18,0,4,71,1,10.0,0.0,58.0,53,6,663.0,42*,14.10,821,80.75,0,0,57,2,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,35.33,,,,,,36.0,36,1599,956,39.0,4/20,4/20,24.51,3.58,41.0,1,0,0,58.0,58,1124,1006,52.0,3/2,3/2,19.34,5.37,21.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True
